index,0,1,2,3
Unnamed 0,Cash from Operating Activity,Cash from Investing Activity,Cash from Financing Activity,Net Cash Flow
Mar 2013,380,-100,-285,-5
Mar 2014,747,-173,-574,0
Mar 2015,544,-114,-432,-2
Mar 2016,532,-1199,667,1
Mar 2017,999,-167,-808,23
Mar 2018,476,-188,-268,20
Mar 2019,656,-51,-643,-38
Mar 2020,1214,-43,-862,309
Mar 2021,505,-155,-570,-220
Mar 2022,903,-343,-387,172
Mar 2023,1426,-1160,-410,-144
Mar 2024,287,-728,340,-100
