index,0,1,2,3
Unnamed 0,Cash from Operating Activity,Cash from Investing Activity,Cash from Financing Activity,Net Cash Flow
Mar 2013,4242,-5687,1348,-97
Mar 2014,3549,-2336,-1046,168
Mar 2015,4594,-2359,-2278,-42
Mar 2016,5868,-4515,-1365,-11
Mar 2017,7288,-3509,-3799,-20
Mar 2018,-4140,1546,3449,856
Mar 2019,-1659,-2212,4158,287
Mar 2020,16620,-11364,-3418,1838
Mar 2021,15075,-7146,-8003,-75
Mar 2022,7038,-1053,-6733,-748
Mar 2023,-12685,-13712,26469,72
Mar 2024,-10719,-23114,33908,75
