index,0,1,2,3
Unnamed 0,Cash from Operating Activity,Cash from Investing Activity,Cash from Financing Activity,Net Cash Flow
Mar 2014,192,-56,-119,17
Mar 2015,380,-140,-250,-10
Mar 2016,317,-211,-118,-12
Mar 2017,348,-223,-122,3
Mar 2018,395,-415,30,9
Mar 2019,251,-127,-149,-25
Mar 2020,390,-148,-130,113
Mar 2021,704,64,-668,100
Mar 2022,677,-425,-323,-71
Mar 2023,804,-476,-319,10
Mar 2024,533,-1042,502,-6
Mar 2025,233,-232,-104,-102
