index,0,1,2,3
Unnamed 0,Cash from Operating Activity,Cash from Investing Activity,Cash from Financing Activity,Net Cash Flow
Mar 2014,315,-291,-22,2
Mar 2015,340,-298,-23,19
Mar 2016,574,-452,-128,-7
Mar 2017,470,-529,58,0
Mar 2018,335,-610,279,4
Mar 2019,736,-797,833,772
Mar 2020,1102,-1124,-535,-557
Mar 2021,873,-1322,614,165
Mar 2022,519,-1169,412,-239
Mar 2023,1319,-1330,38,27
Mar 2024,1204,-1310,35,-71
Mar 2025,1242,-1398,-73,-229
