index,0,1,2,3
Unnamed 0,Cash from Operating Activity,Cash from Investing Activity,Cash from Financing Activity,Net Cash Flow
Mar 2014,347,-657,205,-106
Mar 2015,542,-500,-18,24
Mar 2016,1090,-667,-182,241
Mar 2017,645,-613,-284,-252
Mar 2018,678,-1174,495,-1
Mar 2019,896,-1039,246,103
Mar 2020,1304,-1179,-199,-73
Mar 2021,1772,-1499,-251,22
Mar 2022,2106,-1586,-207,312
Mar 2023,2902,-2964,220,158
Mar 2024,2094,-2231,-72,-209
Mar 2025,2487,-1484,-1071,-67
