index,0,1,2,3
Unnamed 0,Cash from Operating Activity,Cash from Investing Activity,Cash from Financing Activity,Net Cash Flow
Mar 2014,1441,-427,-1680,-667
Mar 2015,1409,-463,-991,-45
Mar 2016,1396,-1734,469,131
Mar 2017,2585,-1022,140,1703
Mar 2018,2839,-2059,-801,-21
Mar 2019,2356,-31282,28893,-33
Mar 2020,8739,-2666,-2175,3898
Mar 2021,7212,-2426,-6713,-1927
Mar 2022,6496,-3575,-1921,1000
Mar 2023,7751,-1354,-6227,170
Mar 2024,1822,-2010,164,-24
Mar 2025,10151,-1840,-4793,3518
