index,0,1,2,3,4,5,6,7,8,9,10,11
Unnamed 0,Sales +,Expenses +,Operating Profit,OPM ,Other Income +,Interest,Depreciation,Profit before tax,Tax ,Net Profit +,EPS in Rs,Raw PDF
