index,0,1,2,3
Unnamed 0,Cash from Operating Activity,Cash from Investing Activity,Cash from Financing Activity,Net Cash Flow
Mar 2014,660,-202,-339,119
Mar 2015,665,-186,-625,-147
Mar 2016,818,-203,-601,14
Mar 2017,649,-125,-574,-51
Mar 2018,516,59,-567,8
Mar 2019,1062,-367,-698,-3
Mar 2020,1214,-22,-1147,45
Mar 2021,2007,-933,-1058,16
Mar 2022,1016,441,-1290,167
Mar 2023,1419,-928,-560,-69
Mar 2024,1436,127,-1542,21
Mar 2025,1363,-621,-649,93
