index,0,1,2,3
Unnamed 0,Cash from Operating Activity,Cash from Investing Activity,Cash from Financing Activity,Net Cash Flow
Mar 2014,1116,-494,-620,1
Mar 2015,1027,-1236,-12,-221
Mar 2016,847,-622,-202,23
Mar 2017,1860,-2243,665,282
Mar 2018,1723,-336,-1384,3
Mar 2019,1729,274,-2039,-36
Mar 2020,1588,-552,-1295,-259
Mar 2021,2030,-292,-1816,-79
Mar 2022,1451,-844,-380,227
Mar 2023,2151,-1754,-794,-398
Mar 2024,2070,-3435,1406,41
Mar 2025,2577,-344,-2182,52
