index,0,1,2,3
Unnamed 0,Cash from Operating Activity,Cash from Investing Activity,Cash from Financing Activity,Net Cash Flow
Mar 2006,188,-35,-121,32
Mar 2007,158,4,-136,26
Mar 2008,291,20,-278,33
Mar 2009,350,19,-263,105
Mar 2010,404,29,-339,94
