index,0,1,2,3
Unnamed 0,Cash from Operating Activity,Cash from Investing Activity,Cash from Financing Activity,Net Cash Flow
Mar 2013,7102,-3881,-3310,-90
Mar 2014,7344,-3254,-4122,-32
Mar 2015,9843,-5275,-4661,-93
Mar 2016,9799,-3921,-5613,266
Mar 2017,10627,-3251,-7301,75
Mar 2018,13169,-7114,-6221,-166
Mar 2019,12583,-5546,-6869,169
Mar 2020,14690,-6174,-8181,334
Mar 2021,12527,5740,-18634,-367
Mar 2022,15776,-2238,-13580,-43
Mar 2023,18878,-5732,-13006,139
Mar 2024,17179,1563,-18551,191
