index,0,1,2,3
Unnamed 0,Cash from Operating Activity,Cash from Investing Activity,Cash from Financing Activity,Net Cash Flow
Mar 2014,422,-1,-363,57
Mar 2015,418,-207,-392,-182
Mar 2016,116,145,-282,-21
Mar 2017,741,145,-816,70
Mar 2018,356,-31,-30,294
Mar 2019,210,53,-224,39
Mar 2020,1082,-622,-308,152
Mar 2021,1656,-346,-426,884
Mar 2022,1516,-1317,-995,-796
Mar 2023,1461,-834,-714,-87
Mar 2024,1937,-1911,256,281
Mar 2025,2057,-2354,453,156
