index,0,1,2,3
Unnamed 0,Cash from Operating Activity,Cash from Investing Activity,Cash from Financing Activity,Net Cash Flow
Mar 2014,671,-246,-357,68
Mar 2015,584,-450,-181,-47
Mar 2016,959,-705,-246,8
Mar 2017,441,-150,-295,-4
Mar 2018,1249,-957,-232,60
Mar 2019,1156,-852,-353,-49
Mar 2020,1485,-1526,58,17
Mar 2021,1876,433,-2242,66
Mar 2022,1300,914,-2246,-32
Mar 2023,2526,-1507,-1028,-9
Mar 2024,2573,477,-2830,219
Mar 2025,2481,84,-2762,-197
