index,0,1,2,3,4,5,6,7,8,9
Unnamed 0,Equity Capital,Reserves,Borrowings,Other Liabilities,Total Liabilities,Fixed Assets,CWIP,Investments,Other Assets,Total Assets
Dec 2023,,,,,,,,,,
Mar 2025,96,3914,1167,7016,12193,5474,1173,575,4972,12193
