index,0,1,2,3,4,5,6,7,8,9
Unnamed 0,Equity Capital,Reserves,Borrowings,Other Liabilities,Total Liabilities,Fixed Assets,CWIP,Investments,Other Assets,Total Assets
Mar 2006,136,145,4,353,638,164,9,145,319,638
Mar 2007,136,142,4,423,706,168,24,130,383,706
Mar 2008,14,154,5,557,729,210,31,65,424,729
Mar 2009,14,202,5,579,799,249,8,35,507,799
Mar 2010,14,317,5,550,885,254,6,20,604,885
