index,0,1,2,3
Unnamed 0,Cash from Operating Activity,Cash from Investing Activity,Cash from Financing Activity,Net Cash Flow
Mar 2014,1563,-1265,-266,33
Mar 2015,1173,-950,165,388
Mar 2016,1741,-4533,3104,312
Mar 2017,2382,-1304,-1326,-248
Mar 2018,1463,-834,-385,243
Mar 2019,1691,-1688,-349,-345
Mar 2020,3068,114,-2949,234
Mar 2021,3755,-2374,-1240,141
Mar 2022,3326,-1858,-1600,-132
Mar 2023,3238,-2376,-958,-97
Mar 2024,4134,-2982,-1200,-49
Mar 2025,5005,-3691,-1293,21
