index,0,1,2,3
Unnamed 0,Cash from Operating Activity,Cash from Investing Activity,Cash from Financing Activity,Net Cash Flow
Mar 2014,1970,-1604,-24,342
Mar 2015,2524,-2370,-433,-280
Mar 2016,3263,-1610,-1700,-47
Mar 2017,2144,-1890,-369,-114
Mar 2018,1803,-1483,-444,-124
Mar 2019,2870,-769,-2133,-31
Mar 2020,2984,-495,-2516,-27
Mar 2021,3570,-2255,-30,1286
Mar 2022,2811,-2565,-242,3
Mar 2023,5888,-4109,-2686,-907
Mar 2024,4543,-4034,-376,133
Mar 2025,4643,-5102,1186,726
