index,0,1,2,3
Unnamed 0,Cash from Operating Activity,Cash from Investing Activity,Cash from Financing Activity,Net Cash Flow
Mar 2013,603,-682,286,207
Mar 2014,903,-438,-529,-64
Mar 2015,994,-465,-351,178
Mar 2016,1894,-860,-935,99
Mar 2017,1312,-2872,2316,756
Mar 2018,919,-974,52,-3
Mar 2019,1282,-3977,1885,-811
Mar 2020,2932,-1004,-1528,399
Mar 2021,3294,-837,-2548,-90
Mar 2022,2104,-1018,-868,219
Mar 2023,2689,1542,-4400,-170
Mar 2024,3228,-1492,-1810,-75
