index,0,1,2,3
Unnamed 0,Cash from Operating Activity,Cash from Investing Activity,Cash from Financing Activity,Net Cash Flow
Mar 2013,3357,-2375,-665,316
Mar 2014,3959,-2176,507,2290
Mar 2015,5616,-1502,-1187,2927
Mar 2016,6686,-3949,-1889,848
Mar 2017,7082,-4186,-2285,611
Mar 2018,3907,-3104,-1539,-736
Mar 2019,2196,-310,-2731,-844
Mar 2020,6555,-2225,-5715,-1386
Mar 2021,6170,407,-5980,596
Mar 2022,8985,-5556,-5193,-1765
Mar 2023,4959,-7220,2376,115
Mar 2024,12135,-763,-6710,4662
