index,0,1,2,3
Unnamed 0,Cash from Operating Activity,Cash from Investing Activity,Cash from Financing Activity,Net Cash Flow
Mar 2014,4615,-4466,-3,146
Mar 2015,4214,-2809,-3058,-1653
Mar 2016,3960,-904,-3028,29
Mar 2017,6024,-334,-5275,415
Mar 2018,8769,-2660,-5252,858
Mar 2019,7984,-5701,-3364,-1081
Mar 2020,8345,-8299,281,328
Mar 2021,8993,-4640,-3471,882
Mar 2022,9420,-5490,-3917,13
Mar 2023,3205,-7453,2972,-1276
Mar 2024,12586,-8226,-3457,902
Mar 2025,15735,-6738,-8941,56
