index,0,1,2,3
Unnamed 0,Cash from Operating Activity,Cash from Investing Activity,Cash from Financing Activity,Net Cash Flow
Mar 2013,1436,451,-687,1201
Mar 2014,2616,-10064,6972,-477
Mar 2015,1754,-1992,-2603,-2841
Mar 2016,3597,-2677,-871,49
Mar 2017,3114,-5865,2758,7
Mar 2018,3933,1778,-5698,12
Mar 2019,5023,-578,-940,3504
Mar 2020,6493,-2207,-7331,-3045
Mar 2021,5235,-8517,3702,420
Mar 2022,9310,-4192,-5615,-498
Mar 2023,11410,-9130,-2521,-241
Mar 2024,10933,-12601,1637,-30
