Financial_Metric,Mar 2011,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022
Cash from Operating Activity,-2,214,90,71,85,109,92,51,134,13,24,61
Cash from Investing Activity,-25,-90,-2,-11,2,-7,-24,-5,114,0,-1,-1
Cash from Financing Activity,28,-132,-70,-72,-90,-103,-68,-51,-251,-14,-23,-61
Net Cash Flow,1,-8,18,-12,-4,-1,0,-5,-4,0,0,0
