index,0,1,2,3
Unnamed 0,Cash from Operating Activity,Cash from Investing Activity,Cash from Financing Activity,Net Cash Flow
Mar 2013,1620,394,-2007,7
Mar 2014,634,-67,-643,-75
Mar 2015,867,-95,-643,129
Mar 2016,395,193,-551,37
Mar 2017,314,376,-818,-129
Mar 2018,586,-188,-453,-56
Mar 2019,673,-619,89,143
Mar 2020,931,11,-1047,-105
Mar 2021,842,-207,-558,77
Mar 2022,1416,-66,-1275,75
Mar 2023,1100,-192,-893,16
Mar 2024,1359,-319,-771,270
