index,0,1,2,3
Unnamed 0,Cash from Operating Activity,Cash from Investing Activity,Cash from Financing Activity,Net Cash Flow
Mar 2013,1445,-2243,699,-99
Mar 2014,1655,-2394,925,186
Mar 2015,1823,-2297,475,2
Mar 2016,2340,-3144,671,-133
Mar 2017,3192,-2981,-202,9
Mar 2018,2132,-2621,410,-79
Mar 2019,2710,-4081,1438,66
Mar 2020,3709,-4932,1388,165
Mar 2021,867,-8176,7520,211
Mar 2022,364,-1553,589,-601
Mar 2023,1764,-650,-860,253
Mar 2024,4054,-3644,-477,-68
