index,0,1,2,3
Unnamed 0,Cash from Operating Activity,Cash from Investing Activity,Cash from Financing Activity,Net Cash Flow
Mar 2014,8228,-8007,-1109,-888
Mar 2015,8532,-11465,3445,512
Mar 2016,5112,-1825,-3448,-161
Mar 2017,774,-1460,716,30
Mar 2018,2942,-7649,5120,413
Mar 2019,3236,2487,-6158,-436
Mar 2020,2454,-1082,-221,1151
Mar 2021,4043,-8611,3109,-1459
Mar 2022,1385,-17041,15901,246
Mar 2023,17626,-15459,-1198,970
Mar 2024,10312,-18767,8879,424
Mar 2025,4513,-26259,21947,202
