index,0,1,2,3
Unnamed 0,Cash from Operating Activity,Cash from Investing Activity,Cash from Financing Activity,Net Cash Flow
Mar 2014,-555,-271,497,-329
Mar 2015,503,-118,-1005,-620
Mar 2016,576,-159,-505,-88
Mar 2017,1712,-953,-166,594
Mar 2018,-51,98,-252,-206
Mar 2019,1243,-797,-489,-43
Mar 2020,-348,235,-242,-355
Mar 2021,4139,-2799,-1234,106
Mar 2022,-724,1165,-403,38
Mar 2023,1370,-1814,457,13
Mar 2024,1695,-189,-1329,177
Mar 2025,-541,546,-7,-2
