index,0,1,2,3
Unnamed 0,Cash from Operating Activity,Cash from Investing Activity,Cash from Financing Activity,Net Cash Flow
Mar 2014,198,-270,65,-7
Mar 2015,222,-474,234,-17
Mar 2016,433,-633,196,-3
Mar 2017,455,-2482,2025,-1
Mar 2018,730,464,-1159,34
Mar 2019,807,-958,209,57
Mar 2020,1280,-4657,3357,-19
Mar 2021,1375,-1110,-180,86
Mar 2022,1372,-1289,-179,-96
Mar 2023,2630,-2313,-205,112
Mar 2024,2746,-2468,-148,130
Mar 2025,2463,-2185,-259,18
