index,0,1,2,3
Unnamed 0,Cash from Operating Activity,Cash from Investing Activity,Cash from Financing Activity,Net Cash Flow
Mar 2013,106,-662,823,267
Mar 2014,148,-693,371,-174
Mar 2015,-478,-426,1104,200
Mar 2016,435,-710,225,-50
Mar 2017,514,-522,-80,-87
Mar 2018,1072,-2005,960,26
Mar 2019,762,-549,87,300
Mar 2020,2226,-2346,252,133
Mar 2021,1839,355,-634,1560
Mar 2022,2140,-4016,1598,-278
Mar 2023,1540,-2697,546,-612
Mar 2024,1297,-2455,1969,812
