index,0,1,2,3
Unnamed 0,Cash from Operating Activity,Cash from Investing Activity,Cash from Financing Activity,Net Cash Flow
Mar 2013,2823,-8317,3009,-2485
Mar 2014,6313,-7488,1017,-158
Mar 2015,2579,-6292,3775,63
Mar 2016,4043,-4805,743,-20
Mar 2017,2160,-5467,3302,-5
Mar 2018,6164,-6480,269,-47
Mar 2019,7215,-3694,-3549,-28
Mar 2020,-618,-4261,5003,125
Mar 2021,23430,-3295,-19808,328
Mar 2022,30987,-3976,-27398,-387
Mar 2023,-5290,-3371,8587,-74
Mar 2024,2911,-4261,1362,12
