index,0,1,2,3
Unnamed 0,Cash from Operating Activity,Cash from Investing Activity,Cash from Financing Activity,Net Cash Flow
Mar 2014,628,180,-769,40
Mar 2015,642,-103,-497,42
Mar 2016,858,-40,-817,2
Mar 2017,1170,-961,-33,176
Mar 2018,844,-452,-408,-16
Mar 2019,1395,-749,-594,52
Mar 2020,1644,-643,-890,110
Mar 2021,2400,-1657,-509,234
Mar 2022,3251,-1643,-1680,-73
Mar 2023,3095,-271,-1932,892
Mar 2024,5670,-3918,-2269,-518
Mar 2025,4546,-1729,-2574,242
