index,0,1,2,3
Unnamed 0,Cash from Operating Activity,Cash from Investing Activity,Cash from Financing Activity,Net Cash Flow
Mar 2014,1596,291,-972,915
Mar 2015,2448,-1865,-829,-246
Mar 2016,3137,-1453,-496,1188
Mar 2017,4071,-2893,-1571,-392
Mar 2018,3554,-3319,-269,-35
Mar 2019,4432,-2104,-2251,77
Mar 2020,4358,1081,-4466,974
Mar 2021,8094,-5433,-2987,-326
Mar 2022,5285,480,-4667,1098
Mar 2023,5572,-226,-5078,267
Mar 2024,6376,-1318,-4767,291
Mar 2025,5786,-23,-5799,-37
