index,0,1,2,3
Unnamed 0,Cash from Operating Activity,Cash from Investing Activity,Cash from Financing Activity,Net Cash Flow
Mar 2008,14,-41,28,1
Mar 2009,80,-14,-71,-5
Mar 2010,14,-10,-6,-2
Mar 2011,71,-29,-36,7
Mar 2012,62,-33,-23,6
Mar 2013,38,-30,-11,-4
Mar 2014,129,-22,-79,28
Mar 2015,143,-29,-32,82
