index,0,1,2,3
Unnamed 0,Cash from Operating Activity,Cash from Investing Activity,Cash from Financing Activity,Net Cash Flow
Mar 2014,198,225,-429,-7
Mar 2015,616,-380,-186,50
Mar 2016,731,-175,-568,-12
Mar 2017,664,267,-710,221
Mar 2018,723,507,-1380,-149
Mar 2019,950,280,-1342,-112
Mar 2020,1321,142,-825,638
Mar 2021,1455,-810,-861,-217
Mar 2022,1716,-271,-1389,56
Mar 2023,1462,196,-1440,217
Mar 2024,2180,-2496,77,-239
Mar 2025,1905,44,-1756,194
