Company,2013_Depreciation (Cr),2013_Dividend Payout (Cr),2013_EPS in Rs,2013_Expenses (Cr),2013_Interest (Cr),2013_Net Profit (Cr),2013_OPM (%),2013_Operating Profit (Cr),2013_Other Income (Cr),2013_Profit before tax (Cr),2013_Sales (Cr),2013_Tax (Cr),2014_Depreciation (Cr),2014_Dividend Payout (Cr),2014_EPS in Rs,2014_Expenses (Cr),2014_Interest (Cr),2014_Net Profit (Cr),2014_OPM (%),2014_Operating Profit (Cr),2014_Other Income (Cr),2014_Profit before tax (Cr),2014_Sales (Cr),2014_Tax (Cr),2015_Depreciation (Cr),2015_Dividend Payout (Cr),2015_EPS in Rs,2015_Expenses (Cr),2015_Interest (Cr),2015_Net Profit (Cr),2015_OPM (%),2015_Operating Profit (Cr),2015_Other Income (Cr),2015_Profit before tax (Cr),2015_Sales (Cr),2015_Tax (Cr),2016_Depreciation (Cr),2016_Dividend Payout (Cr),2016_EPS in Rs,2016_Expenses (Cr),2016_Interest (Cr),2016_Net Profit (Cr),2016_OPM (%),2016_Operating Profit (Cr),2016_Other Income (Cr),2016_Profit before tax (Cr),2016_Sales (Cr),2016_Tax (Cr),2017_Depreciation (Cr),2017_Dividend Payout (Cr),2017_EPS in Rs,2017_Expenses (Cr),2017_Interest (Cr),2017_Net Profit (Cr),2017_OPM (%),2017_Operating Profit (Cr),2017_Other Income (Cr),2017_Profit before tax (Cr),2017_Sales (Cr),2017_Tax (Cr),2018_Depreciation (Cr),2018_Dividend Payout (Cr),2018_EPS in Rs,2018_Expenses (Cr),2018_Interest (Cr),2018_Net Profit (Cr),2018_OPM (%),2018_Operating Profit (Cr),2018_Other Income (Cr),2018_Profit before tax (Cr),2018_Sales (Cr),2018_Tax (Cr),2019_Depreciation (Cr),2019_Dividend Payout (Cr),2019_EPS in Rs,2019_Expenses (Cr),2019_Interest (Cr),2019_Net Profit (Cr),2019_OPM (%),2019_Operating Profit (Cr),2019_Other Income (Cr),2019_Profit before tax (Cr),2019_Sales (Cr),2019_Tax (Cr),2020_Depreciation (Cr),2020_Dividend Payout (Cr),2020_EPS in Rs,2020_Expenses (Cr),2020_Interest (Cr),2020_Net Profit (Cr),2020_OPM (%),2020_Operating Profit (Cr),2020_Other Income (Cr),2020_Profit before tax (Cr),2020_Sales (Cr),2020_Tax (Cr),2021_Depreciation (Cr),2021_Dividend Payout (Cr),2021_EPS in Rs,2021_Expenses (Cr),2021_Interest (Cr),2021_Net Profit (Cr),2021_OPM (%),2021_Operating Profit (Cr),2021_Other Income (Cr),2021_Profit before tax (Cr),2021_Sales (Cr),2021_Tax (Cr),2022_Depreciation (Cr),2022_Dividend Payout (Cr),2022_EPS in Rs,2022_Expenses (Cr),2022_Interest (Cr),2022_Net Profit (Cr),2022_OPM (%),2022_Operating Profit (Cr),2022_Other Income (Cr),2022_Profit before tax (Cr),2022_Sales (Cr),2022_Tax (Cr),2023_Depreciation (Cr),2023_Dividend Payout (Cr),2023_EPS in Rs,2023_Expenses (Cr),2023_Interest (Cr),2023_Net Profit (Cr),2023_OPM (%),2023_Operating Profit (Cr),2023_Other Income (Cr),2023_Profit before tax (Cr),2023_Sales (Cr),2023_Tax (Cr),2024_Depreciation (Cr),2024_Dividend Payout (Cr),2024_EPS in Rs,2024_Expenses (Cr),2024_Interest (Cr),2024_Net Profit (Cr),2024_OPM (%),2024_Operating Profit (Cr),2024_Other Income (Cr),2024_Profit before tax (Cr),2024_Sales (Cr),2024_Tax (Cr),2025_Depreciation (Cr),2025_Dividend Payout (Cr),2025_EPS in Rs,2025_Expenses (Cr),2025_Interest (Cr),2025_Net Profit (Cr),2025_OPM (%),2025_Operating Profit (Cr),2025_Other Income (Cr),2025_Profit before tax (Cr),2025_Sales (Cr),2025_Tax (Cr),2013_EBITDA Margin (%),2013_Net Margin (%),2014_EBITDA Margin (%),2014_Net Margin (%),2015_EBITDA Margin (%),2015_Net Margin (%),2016_EBITDA Margin (%),2016_Net Margin (%),2017_EBITDA Margin (%),2017_Net Margin (%),2018_EBITDA Margin (%),2018_Net Margin (%),2019_EBITDA Margin (%),2019_Net Margin (%),2020_EBITDA Margin (%),2020_Net Margin (%),2021_EBITDA Margin (%),2021_Net Margin (%),2022_EBITDA Margin (%),2022_Net Margin (%),2023_EBITDA Margin (%),2023_Net Margin (%),2024_EBITDA Margin (%),2024_Net Margin (%),2025_EBITDA Margin (%),2025_Net Margin (%)
ACC,584.0,52.0,58.31,9416.0,114.0,1095.0,15.0,1646.0,265.0,1214.0,11062.0,11.0,568.0,55.0,61.88,10116.0,83.0,1162.0,13.0,1529.0,241.0,1120.0,11646.0,-3.0,663.0,54.0,31.3,10123.0,65.0,587.0,14.0,1583.0,-90.0,766.0,11706.0,25.0,609.0,49.0,35.06,9532.0,79.0,658.0,13.0,1458.0,115.0,885.0,10990.0,26.0,644.0,53.0,49.23,11370.0,99.0,925.0,14.0,1915.0,137.0,1310.0,13285.0,29.0,603.0,17.0,80.97,12754.0,88.0,1521.0,14.0,2048.0,153.0,1510.0,14802.0,-1.0,606.0,19.0,73.35,13245.0,86.0,1378.0,15.0,2413.0,332.0,2053.0,15658.0,33.0,639.0,18.0,76.16,11431.0,57.0,1430.0,17.0,2355.0,50.0,1709.0,13786.0,16.0,601.0,59.0,99.21,13154.0,55.0,1863.0,19.0,2998.0,164.0,2506.0,16152.0,26.0,,,,,,,,,,,,,841.0,20.0,47.13,20285.0,77.0,885.0,9.0,1925.0,196.0,1203.0,22210.0,26.0,883.0,6.0,124.42,16897.0,155.0,2337.0,15.0,3062.0,735.0,2759.0,19959.0,15.0,1001.0,6.0,127.92,18701.0,108.0,2402.0,14.0,3061.0,1175.0,3127.0,21762.0,23.0,20.159103236304464,9.898752485988068,18.006182380216384,9.977674738107504,19.186741841790536,5.014522467110883,18.80800727934486,5.987261146496816,19.262325931501696,6.962739932254422,17.909741926766653,10.275638427239562,19.280878784008173,8.800613105121982,21.717684607572902,10.372842013637024,22.28207033184745,11.534175334323924,,,12.453849617289508,3.984691580369203,19.76551931459492,11.709003457087029,18.66556382685415,11.037588456943295
AMBUJACEM,494.0,44.0,8.27,7492.0,67.0,1278.0,18.0,1669.0,390.0,1498.0,9161.0,15.0,513.0,46.0,9.59,8022.0,66.0,1487.0,19.0,1934.0,419.0,1774.0,9955.0,16.0,630.0,54.0,5.21,7895.0,92.0,808.0,16.0,1542.0,353.0,1173.0,9437.0,31.0,1461.0,50.0,5.57,16913.0,153.0,1434.0,16.0,3181.0,441.0,2008.0,20094.0,29.0,1219.0,47.0,7.64,19751.0,206.0,1945.0,16.0,3858.0,335.0,2768.0,23609.0,30.0,1154.0,14.0,10.97,22030.0,170.0,2973.0,15.0,4011.0,232.0,2919.0,26041.0,-2.0,1153.0,14.0,10.55,22507.0,170.0,2783.0,17.0,4597.0,601.0,3875.0,27104.0,28.0,1162.0,151.0,11.91,19511.0,140.0,3107.0,20.0,5006.0,288.0,3992.0,24516.0,22.0,1152.0,45.0,14.0,22755.0,146.0,3711.0,21.0,6210.0,252.0,5164.0,28965.0,28.0,,,,,,,,,,,,,1645.0,19.0,13.01,33815.0,195.0,3024.0,13.0,5122.0,447.0,3729.0,38937.0,19.0,1623.0,12.0,16.28,26760.0,276.0,4738.0,19.0,6400.0,1401.0,5901.0,33160.0,20.0,2478.0,12.0,16.92,29074.0,216.0,5158.0,17.0,5971.0,2646.0,5922.0,35045.0,13.0,23.610959502237748,13.950442091474727,24.58061275740834,14.937217478653944,23.015788915969058,8.562043022146868,23.10142331044093,7.136458644371454,21.50451099157101,8.238383667245541,19.83410775315848,11.416612265273992,21.214580873671785,10.267857142857142,25.15907978463045,12.67335617555882,25.416882444329364,12.812014500258934,,,17.379356396229806,7.766391863779952,24.19481302774427,14.288299155609169,24.1090027108004,14.718219432158651
DALBHARAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1226.0,0.0,8800.0,5550.0,856.0,44.0,25.0,1894.0,296.0,108.0,7444.0,69.0,1213.0,1937.0,58400.0,6543.0,708.0,291.0,24.0,2036.0,274.0,389.0,8579.0,25.0,1296.0,13.0,15.96,7542.0,542.0,349.0,20.0,1942.0,235.0,339.0,9484.0,-3.0,1528.0,17.0,11.61,7591.0,415.0,238.0,22.0,2083.0,217.0,357.0,9674.0,33.0,1250.0,2.0,62.58,7340.0,303.0,1183.0,27.0,2770.0,145.0,1362.0,10110.0,13.0,1235.0,20.0,43.55,8860.0,202.0,845.0,22.0,2426.0,171.0,1160.0,11286.0,27.0,1305.0,16.0,55.21,11224.0,234.0,1079.0,17.0,2328.0,532.0,1321.0,13552.0,18.0,1498.0,21.0,44.04,12052.0,386.0,853.0,18.0,2639.0,314.0,1069.0,14691.0,20.0,1331.0,25.0,36.41,11573.0,399.0,699.0,17.0,2407.0,140.0,817.0,13980.0,14.0,,,,,,,,,41.91295002686727,0.5910800644814616,37.87154680032638,3.392003730038466,34.141712357654995,3.679881906368621,37.32685548893942,2.460202604920405,39.7626112759644,11.701285855588528,32.43841928052454,7.48715222399433,26.80785123966942,7.961924439197167,28.160098019195424,5.806275951262678,26.7381974248927,5.0
SHREECEM,436.0,7.0,288.18,3857.0,193.0,1004.0,29.0,1561.0,187.0,1119.0,5418.0,10.0,550.0,10.0,225.97,4325.0,129.0,787.0,24.0,1390.0,104.0,815.0,5715.0,3.0,925.0,20.0,122.37,4916.0,121.0,426.0,21.0,1344.0,102.0,401.0,6259.0,-6.0,828.0,7.0,328.13,4107.0,76.0,1143.0,26.0,1407.0,673.0,1176.0,5514.0,3.0,1215.0,36.0,384.38,6081.0,129.0,1339.0,29.0,2513.0,362.0,1531.0,8594.0,13.0,899.0,13.0,397.32,7360.0,135.0,1384.0,25.0,2473.0,389.0,1827.0,9833.0,24.0,1472.0,21.0,288.86,9758.0,248.0,1015.0,22.0,2797.0,69.0,1146.0,12555.0,11.0,1808.0,26.0,425.67,9098.0,291.0,1544.0,29.0,3771.0,263.0,1934.0,12868.0,20.0,1262.0,9.0,633.54,9468.0,251.0,2290.0,30.0,4091.0,426.0,3004.0,13560.0,24.0,1146.0,14.0,646.31,11300.0,216.0,2337.0,25.0,3710.0,544.0,2892.0,15010.0,19.0,1661.0,28.0,352.18,14893.0,263.0,1269.0,17.0,2960.0,459.0,1495.0,17852.0,15.0,1897.0,16.0,663.98,16003.0,258.0,2396.0,22.0,4518.0,597.0,2959.0,20521.0,19.0,,,,,,,,,,,,,36.85861941675896,18.530823181985973,33.94575678040245,13.770778652668415,36.25179741172711,6.806199073334398,40.53318824809576,20.729053318824807,43.37910169885967,15.580637654177332,34.29268788772501,14.075053391640392,34.002389486260455,8.084428514536041,43.35561081753186,11.998756605533105,39.476401179941,16.887905604719762,32.351765489673554,15.569620253164556,25.885054895809997,7.108447232803047,31.260659811900005,11.67584425710248,,
ULTRACEMCO,,,,,,,,,,,,,1139.0,11.0,80.44,16695.0,361.0,2213.0,19.0,4035.0,322.0,2858.0,20730.0,23.0,1203.0,12.0,76.47,18881.0,587.0,2102.0,19.0,4425.0,350.0,2986.0,23306.0,30.0,1377.0,11.0,90.3,20252.0,566.0,2480.0,19.0,4901.0,464.0,3421.0,25153.0,28.0,1348.0,10.0,98.9,20162.0,640.0,2714.0,21.0,5212.0,648.0,3872.0,25375.0,30.0,1848.0,13.0,80.92,24834.0,1238.0,2224.0,20.0,6145.0,242.0,3301.0,30979.0,33.0,2451.0,13.0,87.51,34115.0,1778.0,2400.0,18.0,7347.0,350.0,3468.0,41462.0,31.0,2723.0,7.0,199.4,33184.0,1992.0,5751.0,22.0,9246.0,651.0,5183.0,42430.0,-11.0,2700.0,20.0,189.26,33158.0,1486.0,5462.0,26.0,11568.0,619.0,8001.0,44726.0,32.0,2715.0,15.0,254.42,41084.0,945.0,7334.0,22.0,11514.0,669.0,8524.0,52599.0,14.0,2888.0,22.0,175.41,52620.0,823.0,5073.0,17.0,10620.0,507.0,7416.0,63240.0,32.0,3145.0,29.0,242.65,57940.0,968.0,7004.0,18.0,12969.0,567.0,9422.0,70908.0,26.0,4015.0,38.0,204.94,63408.0,1651.0,6040.0,17.0,12547.0,647.0,7528.0,75955.0,20.0,,,24.958996623251327,10.675349734684032,24.148287994507854,9.019136702994937,24.959249393710493,9.85965888760784,25.85221674876848,10.695566502463054,25.80134930113948,7.179056780399626,23.63127683179779,5.788432781824321,28.20881451802969,13.5540890879095,31.9009077494075,12.212136117694406,27.05184509211201,13.94323085990228,21.35989879822897,8.021821631878558,22.725221413662773,9.877587860326056,21.805016127970507,7.952076887630834
