index,0,1,2,3
Unnamed 0,Cash from Operating Activity,Cash from Investing Activity,Cash from Financing Activity,Net Cash Flow
Mar 2013,3286,-4026,-593,-1333
Mar 2014,6483,-3609,-3265,-392
Mar 2015,5981,-3865,-2239,-123
Mar 2016,7415,-1805,-6183,-574
Mar 2017,7014,-7373,937,579
Mar 2018,6364,-1512,-4726,126
Mar 2019,4574,-272,-5184,-883
Mar 2020,7375,-493,-5110,1773
Mar 2021,8345,993,-7603,1736
Mar 2022,6693,-6250,-1183,-741
Mar 2023,7166,-7263,1341,1243
Mar 2024,12596,-9027,-4497,-928
